No Decimal Found,
63.521686,11.300321
60.145092,10.124615
63.291533,10.01193
65.803788,13.912056
62.666656,11.679886
63.888894,11.620328
62.41192,10.707164
60.882263,9.221018
60.722537,11.466006
61.090973,10.099157
60.009207,10.64341
64.1163,11.084959
68.707009,27.612391
62.069615,27.666235
66.636745,25.301788
62.069615,27.666235
66.636745,25.301788
61.318332,23.915667
66.636745,25.301788
62.069615,27.666235
62.069615,27.666235
61.318332,23.915667
62.069615,27.666235
62.069615,27.666235
66.636707,25.301584
61.318332,23.915667
62.069615,27.666235
61.318332,23.915667
68.707009,27.612391
61.662685,23.314528
62.069615,27.666235
45.00965,6.59722
45.6619,6.62353
46.20363,6.73234
45.88352,6.39271
45.7874,6.10672
45.33041,6.82052
45.4528,6.21589
45.1728,6.82825
45.48039,6.37073
45.86146,6.62269
45.80488,6.10512
45.69259,6.21672
45.88491,6.74777
45.94758,6.55146
46.0315,6.43334
45.99977,6.33311
46.33999,6.74229
45.51907,6.37355
45.71321,6.20071
46.30331,6.64277
45.96029,6.68938
45.90401,6.86729
45.82927,6.4538
44.86779,5.97073
60.510197,17.813358
58.381626,6.89147
68.19809,28.119507
58.016018,24.720339
56.221596,35.95808
45.959793,7.173547
61.979134,21.421034
44.73902,7.01226
44.69406,7.00906
44.8312,6.95551
44.73902,7.01226
44.73902,7.01226
44.78624,6.95234
44.69406,7.00906
44.78624,6.95234
44.65795,6.75391
44.73902,7.01226
44.69406,7.00906
44.73902,7.01226
44.69406,7.00906
44.89786,6.60456
45.78996,6.51579
44.58066,6.47573
44.95267,6.56515
44.48505,6.57981
44.95267,6.56515
44.81477,5.75227
45.40223,6.13939
44.89786,6.60456
45.30191,6.10003
45.76328,6.49623
44.07854,6.3838
44.89786,6.60456
44.85332,6.76527
44.43222,6.41968
44.66762,6.70052
44.95059,6.66679
44.07854,6.3838
55.474647,31.858009
51.568285,85.455051
57.956772,55.973377
62.499417,29.519134
58.097417,38.227719
53.855562,85.288335
54.829973,83.66493
53.402446,34.494902
54.585845,82.883923
55.716589,48.08886
63.434874,30.089071
55.972651,44.109284
56.710312,41.840751
53.025877,-2.730382
55.98413,44.437584
62.332803,25.549323
62.322619,24.77803
63.984378,22.806866
62.322619,24.77803
62.322619,24.77803
62.322619,24.77803
65.04281,18.77023
57.85588,14.62803
61.97905,14.57983
66.25011,23.20565
62.83501,17.21794
62.54316,17.78575
63.93665,20.72386
60.8073,17.19437
66.01483,21.73628
62.60064,16.34094
66.33752,23.28996
58.62866,11.61914
60.15028,14.88962
64.36411,20.60557
58.23194,12.00635
60.36948,18.09443
61.26833,17.09675
57.88058,12.25404
59.8925,18.3028
59.68363,15.62786
59.32734,14.81545
60.10311,17.51058
57.53404,14.21741
59.49509,12.98782
59.04467,15.18375
65.57182,23.76063
57.63798,12.08128
66.34555,20.73675
59.87947,16.24029
59.96941,17.26318
65.52059,19.67944
57.82399,14.0089
62.3143,16.74895
57.44429,13.45972
57.70937,16.24084
61.96237,12.55494
64.92028,17.11212
59.20988,14.07355
63.96478,20.38939
59.92817,17.33144
63.26122,15.11344
58.29395,13.88814
57.89379,18.75769
56.20456,13.27963
58.91273,17.39236
60.99911,12.48879
59.85447,14.40767
59.74717,15.56077
59.63904,14.68782
59.97466,16.0279
61.38256,16.26696
57.3655,12.80857
59.9374,15.86266
61.49355,14.84613
58.30805,13.91744
64.78178,17.90571
63.28632,18.42332
58.61119,15.5936
63.7689,20.06944
63.92933,15.16519
65.04759,17.33437
60.32763,17.07739
58.29375,12.34038
59.65767,15.68217
64.89941,17.83222
56.72532,13.21906
60.24449,16.68811
61.80125,12.95186
62.73292,12.46186
62.56242,17.96673
62.19078,17.46029
63.80626,21.00227
63.76568,14.45593
65.74685,21.51444
62.23205,17.65604
58.44345,12.09476
56.83815,15.86421
60.8049,17.2498
60.15476,17.70485
63.824,20.12515
57.53404,14.21741
62.56964,12.56235
56.72532,13.21906
57.64664,14.22963
63.40585,13.20746
56.76914,13.41433
64.26154,20.19413
60.51319,17.80609
57.30706,14.00531
57.03261,15.30992
62.28389,17.37169
56.78323,14.06969
56.88563,16.2129
60.43359,18.42596
58.93519,15.60165
59.59742,15.57672
56.78323,14.06969
57.23328,18.7016
62.46495,16.10931
62.82974,12.89207
62.25111,17.4715
58.71034,12.17285
59.76746,16.3131
56.83561,14.09468
62.80065,13.07089
64.02497,20.65766
58.82915,11.74115
58.29643,13.89417
57.30153,14.93095
60.26261,17.64285
60.58038,15.26366
58.29395,13.88814
57.43118,15.77691
62.54016,14.67856
63.67063,20.39229
66.54887,20.99414
63.7402,19.98049
60.15356,17.68768
65.26729,19.36462
64.22534,21.03728
59.64794,15.69249
58.78989,15.17876
59.35115,14.85768
63.19769,19.01998
60.3767,16.10595
59.68844,15.48361
59.92886,14.40961
57.78715,16.31633
60.0436,14.73178
59.35115,14.85768
60.05203,16.47054
65.80355,23.46212
56.72532,13.21906
64.60848,20.03035
62.53759,12.36378
56.43805,13.67105
57.98198,13.42049
65.44179,20.92811
59.6969,11.99993
63.76077,20.89951
57.47331,14.0459
60.04612,17.18553
57.53404,14.21741
60.45381,15.15468
60.90544,12.49432
58.04259,13.40828
56.78323,14.06969
61.66906,15.44804
56.72532,13.21906
61.98775,15.27863
60.57322,18.01827
59.97466,16.0279
58.79405,15.19761
57.88915,12.57179
59.82827,16.20605
60.61349,12.68564
57.07191,15.26221
62.06708,12.3477
62.22143,17.73389
58.92959,14.59927
58.78463,11.77462
64.61111,17.93745
59.35115,14.85768
59.32734,14.81545
57.53404,14.21741
57.33535,12.49484
60.47982,14.93314
60.51253,18.03158
64.46259,21.46476
58.29395,13.88814
58.04756,12.967
63.73848,20.92291
59.74374,14.11789
59.66489,15.37151
60.82106,13.93291
60.23386,14.80911
58.03851,12.07976
66.51193,20.24204
60.39009,16.54531
58.0341,12.0554
58.23194,12.00635
59.67486,15.573
63.74205,19.85603
59.50876,12.16221
66.23661,21.79792
57.53404,14.21741
56.72532,13.21906
56.68247,13.42836
62.66028,17.02037
65.99437,21.65154
59.78253,14.50723
57.66854,14.90738
62.80065,13.07089
58.6343,11.68088
65.978,21.12967
62.42567,17.66085
57.80866,14.04145
67.77556,22.61598
63.66889,20.29533
59.84762,18.20723
65.66746,21.45768
56.46131,13.99287
59.6065,14.76139
61.93632,16.12145
57.44712,15.73332
64.61981,21.188
62.54791,17.76391
58.33338,12.46922
63.80626,21.00227
64.7336,16.79063
56.71734,15.18073
60.59764,16.27518
58.60611,12.19653
59.70588,15.61258
59.30284,19.14072
57.0104,15.72551
57.03336,12.9008
61.35985,12.91441
59.41388,14.76135
61.82433,17.31156
44.6838,6.34902
44.9289,6.24445
44.88144,6.07936
44.99499,6.1233
44.87291,6.42653
66.526693,23.958953
58.575902,55.82954
55.759275,42.677838
57.211329,85.814152
56.937342,54.352079
53.008656,-3.12562
59.020127,27.781305
54.742005,83.391968
56.65306,61.725644
59.108056,30.945833
45.665734,7.643634
62.071663,29.738477
57.163535,54.162645
55.832742,44.276325
46.357488,7.652685
46.303546,8.252161
58.672738,56.241938
46.752183,7.915024
54.67613,-2.228673
46.342534,7.145908
56.270685,47.281785
56.627217,13.250414
56.735695,37.811686
55.371799,46.42546
60.218485,17.154777
52.3,6.4
53.1,9.85
53.1,9.85
66.208205,29.148177
52.3,6.4
58.675286,23.870859
53.15,9.95
64.475876,13.642973
47.68,12.96
52.3,6.4
66.010733,29.432545
52.3,6.4
53.1,9.85
53.15,9.95
52.3,6.4
64.5,13.28
52.3,6.4
69.145195,29.223284
53.1,9.85
52.3,6.4
52.3,6.4
52.3,6.4
52.35,6.4
53.876358,26.349195
52.3,6.4
52.3,6.4
53.1,9.85
69.20956,29.148995
52.3,6.4
67.642252,26.754456
53.1,9.85
52.356785,26.741863
53.1,9.85
53.1,9.85
52.3,6.4
65.960808,29.683563
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
52.3,6.4
52.9,10.05
52.3,6.4
53.15,9.95
52.3,6.4
52.3,6.4
64.677075,25.537759
52.3,6.4
53.1,9.85
66.261765,29.054671
53.1,9.85
52.3,6.4
52.3,6.4
53.15,9.95
44.6536,6.87989
44.78397,7.01547
44.65795,6.75391
44.73902,7.01226
44.65795,6.75391
44.73902,7.01226
44.69406,7.00906
44.6536,6.87989
44.73902,7.01226
44.69406,7.00906
44.73902,7.01226
44.73902,7.01226
44.73902,7.01226
44.78397,7.01547
44.73902,7.01226
44.73902,7.01226
44.74128,6.94918
44.65795,6.75391
44.74787,6.75992
44.73902,7.01226
44.78624,6.95234
44.74128,6.94918
59.41162,14.72432
61.61259,17.16795
60.1653,14.57782
65.11874,17.84859
65.80091,21.92027
57.67085,14.12181
63.02038,18.3232
57.25342,15.21554
64.21792,20.94786
65.61156,21.5033
62.03934,14.67757
56.90827,12.93057
63.66889,20.29533
56.23504,13.28661
57.07076,14.69222
62.89493,12.71085
59.85121,16.27399
65.26523,19.66341
59.90267,15.83237
66.50538,20.77994
57.82682,16.09804
59.6353,14.49336
61.62276,17.44082
57.25098,15.60559
62.39192,16.02141
57.31017,14.00425
63.6684,15.01795
57.70124,13.95392
62.68684,16.8751
61.06929,15.317
64.62025,18.3147
60.35166,16.45284
57.78102,16.2691
63.80694,20.8824
60.2041,18.29343
60.10463,17.28434
59.20437,16.39272
58.29375,12.34038
58.84114,15.32033
60.39163,18.11422
62.06348,12.31853
58.88356,11.70953
58.76704,16.34956
58.68363,16.03551
57.43804,12.84796
59.38418,12.06844
58.76385,14.94427
60.51253,18.03158
61.69272,14.51148
57.06058,14.95667
63.97249,20.61489
59.9296,17.36106
61.31249,13.16266
59.97466,16.0279
61.04508,12.59304
57.19805,16.21383
62.06967,14.65521
61.03553,15.64627
58.70089,16.52589
64.00021,18.0508
64.44852,21.42274
56.83672,15.46921
60.63702,15.48952
57.64068,12.27383
63.82318,20.39393
57.63413,12.27502
59.96396,17.29073
59.44241,14.15866
56.93132,13.09427
56.72532,13.21906
63.80626,21.00227
59.17724,14.52145
57.84965,12.93276
58.04756,12.967
58.84114,15.32033
65.38556,20.36011
63.92312,20.47082
60.12677,17.72195
56.51063,14.24256
62.49619,17.80743
60.05653,17.91531
56.85433,13.74767
57.93541,12.4943
62.37654,16.53941
58.2951,13.55069
66.20719,22.14132
59.78294,16.0046
60.94419,12.52712
61.02851,15.92566
63.19773,18.99184
64.12631,15.34039
59.94141,17.31062
62.49716,17.28016
58.26283,14.08447
57.06744,13.41238
59.39961,15.46752
57.53404,14.21741
60.34657,14.66776
57.39524,14.12227
57.55067,14.92432
66.57507,20.52736
66.57507,20.52736
56.72532,13.21906
58.94957,11.84884
60.80595,17.20831
63.20025,13.18003
63.13599,14.49917
65.61156,21.5033
62.61055,18.06116
58.82294,11.69606
60.13716,17.70473
58.30741,13.50745
65.30834,19.05407
64.55841,18.52583
59.66676,15.48921
61.83703,16.92907
62.86548,17.48756
57.07533,15.59582
58.23194,12.00635
63.58456,15.35317
60.26913,16.94381
59.35115,14.85768
62.85,13.20147
60.62311,17.29421
63.96696,17.99635
60.18621,17.7325
57.82299,14.98769
57.80866,14.04145
63.89898,16.92806
59.80087,16.09501
57.43132,14.1171
65.79443,21.81109
62.75765,12.86648
58.82386,12.41471
59.79681,14.57644
58.87379,17.41136
60.12239,16.11146
64.05433,20.22933
60.19483,17.72105
62.49802,17.61099
59.67595,15.37044
66.11723,21.81447
57.53404,14.21741
57.53404,14.21741
65.55298,18.90426
59.86924,17.134
59.44476,14.9884
58.48462,14.52635
60.18353,17.72447
57.80866,14.04145
56.37418,13.68689
58.83751,15.31942
60.94371,13.96058
59.91609,15.75749
56.83561,14.09468
56.88563,16.2129
59.34919,14.86002
59.83345,12.53343
60.35369,15.26888
57.6097,12.65903
62.14513,12.95813
59.92406,17.3365
58.29395,13.88814
62.98082,18.52421
63.22345,13.06553
59.84484,16.23222
57.50494,14.03453
58.23199,12.00516
60.76593,16.8936
59.33544,14.81006
58.64467,12.14499
65.89663,18.81688
65.75585,23.39531
62.87217,16.9627
65.59462,21.34896
65.68848,18.42617
59.82292,18.08285
57.18197,15.12952
59.88664,15.9037
63.74796,15.59147
62.0354,14.76231
65.33585,20.9108
64.23102,21.10769
58.43125,13.79413
60.28874,17.78692
65.60616,21.41543
60.35282,15.3446
57.57325,15.06059
57.33196,16.0365
58.71845,14.60432
62.12846,15.19214
63.23471,14.63723
61.98775,15.27863
65.14424,17.08372
59.92446,13.38629
57.14662,15.22853
59.96941,17.26318
59.99679,15.91279
57.98824,12.50122
59.82745,15.58317
60.59491,15.38719
63.26758,13.82767
58.29395,13.88814
62.36761,16.18908
57.55171,15.07245
60.04408,15.14134
59.83827,14.18078
60.0148,14.73319
61.90491,16.44546
64.30799,21.33267
67.70053,21.37532
64.62366,20.95841
56.88135,16.20414
62.45112,13.12559
66.58085,20.53464
59.68363,15.62786
58.84114,15.32033
57.53404,14.21741
60.23633,17.27797
57.78011,16.31309
61.63705,12.68624
61.43251,13.46636
58.06603,16.55439
58.61451,15.54283
64.29887,20.22423
59.92053,17.32261
60.76593,16.8936
65.97325,21.07069
64.19258,16.66696
62.92293,18.49752
60.15356,17.68768
63.29152,13.78173
57.54917,14.96864
60.76593,16.8936
60.23107,15.81458
63.78354,20.35264
59.35115,14.85768
61.80469,17.34005
58.06764,13.24732
58.83751,15.31942
65.6235,18.0899
62.63576,16.1012
56.79608,14.06925
59.81053,16.23316
60.99242,12.48675
56.57722,14.68041
59.6223,15.4693
58.8836,17.45052
59.825726,21.601696
56.575882,13.573105
55.894184,53.135433
60.578724,17.947475
44.875979,6.760308
46.610134,7.724887
46.19534,11.067782
57.963956,48.310627
58.444643,34.824129
59.370894,49.007676
52.620591,60.15726
55.234544,60.82333
69.5028,29.9627
69.1442,29.0676
69.4673,29.5604
69.1446,29.0675
69.1573,29.0948
69.4706,29.7029
69.5028,29.9627
69.1658,29.0683
46.26277,6.27643
44.79531,5.48352
44.92102,5.47712
50.436188,9.880083
50.69363,13.685875
65.966331,29.167328
47.306297,11.297293
50.436188,9.880083
50.436188,9.880083
50.436188,9.880083
64.19207,16.667675
50.436188,9.880083
47.767426,15.80876
48.859291,13.807051
53.272736,10.3519
50.436188,9.880083
50.436188,9.880083
50.436188,9.880083
62.504929,11.01793
50.432995,10.232041
62.760612,22.79079
60.63616,27.057753
54.3977,25.087324
56.279003,35.818726
47.164837,9.19779
52.3,6.4
52.35,6.4
52.3,6.4
52.9,10.05
53.1,9.85
52.3,6.4
52.3,6.4
53.1,9.85
53.1,9.8
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.8
47.278786,10.105087
52.3,6.4
52.3,6.4
65.959198,29.688334
62.3632,15.1792
45.504009,6.687141
52.3,6.4
53.1,9.85
52.35,6.4
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
52.3,6.4
53.1,9.85
53.1,9.85
53.15,9.95
52.3,6.4
52.3,6.4
52.3,6.4
50.68629,15.698948
52.3,6.4
53.1,9.85
61.86486,15.46257
65.899925,29.253674
59.121954,23.831075
53.1,9.85
52.3,6.4
53.1,9.85
53.1,9.85
53.119315,9.907114
66.168991,29.12266
52.3,6.4
52.3,6.4
59.083305,23.921058
53.1,9.85
47.143263,10.774906
60.691024,23.975972
44.599114,6.651085
53.742602,87.454718
53.342944,84.437301
63.050751,32.30687
59.226875,29.110657
51.389773,29.815894
56.674743,61.723957
53.368111,84.654231
66.975584,27.405573
59.879008,34.294549
54.507046,23.558923
57.204308,85.841366
51.69722,84.317622
62.872629,26.418749
44.92102,5.47712
62.03188,16.57785
59.70125,13.88161
59.82487,18.08057
56.85162,13.82149
62.02661,16.40064
58.36676,12.51726
59.84484,16.23222
67.41828,23.30676
58.23194,12.00635
56.60825,15.89343
57.52861,14.51778
60.94371,13.96058
67.15102,18.22517
56.72274,14.42884
61.03761,14.81109
67.67649,21.64051
62.45053,13.83745
57.95075,13.63362
59.84484,16.23222
61.77924,12.72311
64.76545,20.1866
61.5355,15.69535
62.67075,17.95955
64.07463,18.37311
60.1539,17.70841
62.80132,13.05687
64.36342,15.15892
56.83561,14.09468
57.71631,14.57994
60.44381,16.11338
58.84114,15.32033
62.57075,14.66784
66.22351,22.17559
56.74114,13.32755
57.53404,14.21741
57.07076,14.69222
60.23909,14.83025
60.8426,16.66463
59.32812,14.87862
62.10969,16.70419
59.41353,14.14651
59.84243,16.26173
59.30727,15.09793
59.914,17.35318
60.63399,14.08667
57.16798,15.2414
58.76969,14.60117
58.31063,13.55742
60.17025,17.70124
57.27923,13.526
56.72532,13.21906
63.84572,19.92923
58.96089,15.74466
58.83751,15.31942
60.05663,17.91378
63.74135,20.18107
57.30181,14.01013
59.97466,16.0279
58.67834,16.76526
60.14206,17.70142
59.10447,15.78359
62.84137,17.15059
59.17652,18.29983
59.88046,16.50472
59.68396,15.49997
67.69545,22.06096
57.77261,15.06538
58.23194,12.00635
58.65563,16.01782
63.83116,20.48343
59.84484,16.23222
58.23049,13.41762
59.41353,14.14651
60.9071,13.75072
61.56243,17.11396
60.98172,12.69841
58.82984,15.3396
57.53646,13.41587
66.06868,20.26527
58.23194,12.00635
57.77548,16.31924
63.46562,19.65967
65.99882,22.69327
62.14016,16.2358
56.38398,13.35409
58.29395,13.88814
58.29395,13.88814
60.91109,16.37443
58.49905,12.02682
60.13716,17.70473
58.62866,11.61914
57.71631,14.57994
62.62975,18.02718
60.391,18.15046
59.84364,16.81523
56.27283,13.5786
58.90366,14.07349
63.65224,20.29398
61.12933,16.81188
58.03085,12.93386
60.58038,15.26366
59.58958,14.4848
58.29375,12.34038
61.80502,16.97394
62.29351,15.75384
58.01003,13.37989
62.77984,14.28717
67.03624,20.91998
63.78354,20.35264
59.82191,13.77944
62.10661,12.2979
62.19903,17.54714
56.76309,13.20963
58.29375,12.34038
63.76803,20.52154
64.55891,19.07093
64.32191,20.44746
57.71747,12.70017
57.82413,14.65998
58.70089,16.52589
63.92577,20.26293
57.83162,15.8796
59.61939,12.29114
57.82005,14.64581
58.22279,13.96545
59.16797,14.19636
59.61354,15.43241
64.25057,16.77218
57.94468,13.80094
64.26737,20.18205
59.94141,17.31062
59.87857,13.51664
61.10597,16.81272
64.57714,15.51071
59.34661,14.81457
62.39062,17.74038
65.95147,21.09092
57.51225,13.41832
63.67882,20.08868
59.94771,16.09105
60.87725,14.93529
59.56207,14.74102
59.12542,12.4614
58.83751,15.31942
57.84645,14.93698
60.1539,17.70841
62.10677,16.6993
65.9891,21.62203
57.71747,12.70017
66.00657,18.10733
56.76914,13.41433
59.93851,16.80151
57.27811,14.00084
66.08954,23.1088
63.92844,15.75911
60.73457,13.42843
60.14954,17.69599
59.37927,15.31872
57.84965,12.93276
63.81162,19.85485
65.4335,21.63421
57.71986,12.19981
56.85308,15.56209
65.12438,20.2165
57.44515,18.71302
59.73076,16.2648
58.29375,12.34038
65.71431,21.47922
59.94168,16.05383
60.80728,17.15074
57.78569,12.16373
61.0477,14.7963
61.62709,14.78155
64.42675,18.62297
58.04756,12.967
58.44421,14.46502
66.47581,22.36687
60.15356,17.68768
57.37561,13.51001
61.61776,17.20222
64.6759,16.71679
60.16608,17.66638
64.02719,20.64531
67.45911,21.92665
59.86542,15.97274
61.43187,13.58936
59.56,14.9705
56.94308,12.96703
59.86951,17.09577
63.94836,17.57372
56.85433,13.74767
60.60519,17.55611
62.26708,15.9841
57.53404,14.21741
59.64748,16.18249
59.78485,16.00919
60.45704,15.27206
57.74266,12.79147
56.42479,15.18942
57.52861,14.51778
65.30045,21.33437
63.58332,19.42147
60.62134,14.53393
59.63169,14.56343
63.71614,20.31191
65.73517,21.51543
63.80575,20.10478
58.74899,16.23362
62.17823,15.31975
58.93349,14.58603
61.68885,13.14009
56.95834,13.92194
58.29395,13.88814
59.84403,13.68105
57.80866,14.04145
57.75579,14.03063
62.67075,17.95955
60.17534,17.72029
59.97466,16.0279
61.84906,13.92162
61.12193,16.81238
60.16082,17.70826
60.29402,16.29333
62.89493,12.71085
59.7359,13.87499
57.99276,13.69951
59.56119,14.84241
63.8891,20.60359
60.27405,13.58378
62.4259,17.68887
57.1127,15.88814
60.91109,16.37443
59.89077,18.29909
59.31849,14.83409
63.77505,19.81155
65.62553,18.60127
64.41574,18.22374
63.43622,16.7264
59.32088,12.46602
60.17778,17.87706
59.75641,15.61069
59.04184,14.43224
60.55335,17.87476
60.2726,17.24103
60.29641,17.79772
61.7499,15.4603
63.90684,20.15183
60.0436,14.73178
65.47452,17.63043
56.83561,14.09468
63.73212,20.1772
60.20267,17.32429
50.436188,9.880083
47.123508,10.104147
50.436188,9.880083
64.19207,16.667675
47.51004,13.83796
45.11942,5.89444
46.32281,6.70664
44.21458,6.76286
45.21945,6.69145
45.3859,7.09181
44.30533,6.3109
46.22746,6.55314
45.35578,6.49791
45.99718,6.52607
44.986,5.81911
45.27694,6.86953
44.88646,5.52588
44.68478,5.89085
44.78233,5.88049
45.45067,6.77855
45.85022,6.40093
45.17046,6.01776
45.80414,6.38389
45.76404,6.61527
44.77472,6.96794
45.76328,6.49623
45.29748,6.0136
45.41809,5.87983
45.66492,6.76657
45.59869,6.04442
46.26627,6.73187
44.67448,6.23093
44.68864,6.16967
45.20654,5.93309
44.11291,7.19595
44.32516,6.17288
44.94991,5.51728
44.68478,5.89085
44.0998,7.54051
45.43103,6.99841
44.68254,5.72324
45.78996,6.51579
45.55759,6.86923
46.17316,6.74251
44.33913,6.38436
45.30191,6.10003
45.33144,5.79787
44.37901,6.65167
45.07424,5.96318
45.98543,6.38711
44.37127,6.49813
45.58455,6.94142
45.69648,6.17629
63.157874,11.108684
58.822998,6.285108
66.415866,14.458995
60.440065,11.148093
59.749094,5.252557
62.426069,11.863996
61.69964,12.041009
68.158494,14.225442
68.163674,15.654572
58.917422,6.870172
60.144555,10.125433
63.241804,10.797408
68.344817,14.71833
63.138523,9.452154
60.078734,10.722372
59.348269,9.704671
61.223415,10.678974
59.15821,7.604769
59.970554,6.72203
63.358517,8.495538
60.365372,5.323973
62.932398,11.188202
63.757689,9.794547
63.948388,10.687293
58.788726,6.105526
68.306086,15.06799
60.470231,10.567386
66.72541,13.266644
64.148533,11.540037
69.446588,29.945376
59.76307,8.027291
63.342102,10.653355
68.249093,13.703503
68.349627,14.497856
62.948295,11.27197
66.369556,14.001717
62.890875,10.720198
68.919104,25.648015
58.145614,7.218152
63.22438,10.148447
59.345915,11.557006
63.637685,10.860524
59.063115,8.723486
61.349953,11.688259
63.398183,10.59085
61.952937,9.049808
60.448497,9.948662
63.302165,10.148843
66.007384,12.274589
60.562079,11.128231
66.72541,13.266644
61.104042,10.157736
63.156981,10.442493
61.353842,9.667355
63.011707,9.405244
64.212768,11.363805
61.252617,10.363675
58.908962,6.904586
68.406091,15.977274
60.901543,4.928319
64.170854,13.781755
62.727727,9.878746
68.158494,14.225442
67.345914,15.496747
68.88018,15.275887
59.216515,11.665271
58.95266,6.950068
68.658764,16.390104
59.808634,9.407158
58.822998,6.285108
60.296379,9.109186
59.041592,8.65869
60.695464,5.105665
59.564553,9.983714
59.371302,11.780803
59.629241,5.983382
58.13633,6.801208
59.49224,11.483317
58.473679,8.518921
63.797223,12.446913
58.139759,6.92611
64.142895,11.385652
66.430346,13.961428
59.595287,9.547897
65.528656,14.077723
58.542168,7.16499
68.085417,15.561417
60.754213,8.733026
68.748307,17.104561
61.122021,10.515598
58.479837,6.066602
60.054586,10.381587
61.797931,9.447312
64.882449,13.698446
61.542366,10.282341
66.261188,13.106483
68.243479,14.540652
60.31687,11.342695
62.940998,9.144472
60.889951,11.185948
69.25793,29.246199
60.18254,5.437125
60.621499,8.343885
60.948964,11.125006
68.263908,14.916903
69.716387,19.105944
68.38446,14.593752
66.065232,12.76709
63.824955,12.42724
62.681753,9.392991
63.537238,10.061347
59.640144,7.439443
67.794074,15.049656
60.307153,4.928697
62.560063,11.278294
66.433169,14.054538
58.829104,6.293624
58.448319,7.856198
60.450885,5.865541
60.552404,9.468908
62.719592,9.928297
58.661402,6.551422
58.639698,7.979564
63.655119,11.560069
62.836967,8.39163
59.782377,10.95032
68.263286,14.916067
63.843585,9.856037
61.192982,11.412934
68.143928,13.782268
59.758963,11.026856
59.825412,10.159398
59.302009,7.939418
61.197427,10.520907
68.216149,14.420772
63.111381,10.558052
59.106406,6.037954
66.168091,13.752066
63.209848,11.142793
61.532022,9.191176
58.829104,6.293624
61.019234,9.97828
60.111746,10.394433
67.078942,15.337063
62.425533,12.021031
68.143928,13.782268
60.481944,11.05642
64.072698,11.885376
68.337517,14.496563
67.05908,15.277405
67.295306,15.027557
64.18965,11.470884
62.363835,11.148362
61.057461,11.162609
66.300384,13.419159
61.018603,9.980975
62.994674,9.440934
61.073233,5.849856
59.198819,11.433209
59.127529,8.808017
66.234996,13.107552
59.464122,9.433559
66.813559,13.347393
68.700342,15.410922
59.728315,5.198973
58.191809,7.9637
60.875561,8.946951
62.222098,9.578017
59.081661,11.48753
61.128484,10.61187
59.791757,9.987685
64.224852,12.314843
62.35407,5.874102
63.289926,10.587786
58.635416,7.480676
59.967187,10.132934
69.284067,19.911724
59.875075,10.895891
63.060296,9.162816
61.019234,9.97828
68.121688,13.635878
58.282275,7.674433
59.674356,8.825499
58.692994,5.882905
63.230308,9.404292
63.282334,9.874596
66.156445,12.625507
59.269956,9.008063
64.043484,9.901447
61.538676,9.701563
60.126555,11.608237
63.537718,10.091135
60.696383,6.848441
58.824412,6.312992
59.81353,8.308707
58.387629,6.889593
59.797885,9.729455
63.758404,9.851527
60.090709,8.767422
62.334699,7.564183
60.881432,8.400011
58.342491,6.459201
62.918562,9.214604
59.388867,9.292245
60.38471,11.82624
60.517372,8.403551
59.513735,5.239945
59.451126,9.790397
60.789401,11.435473
66.433169,14.054538
60.524078,11.146242
59.429892,5.419294
61.26523,10.547075
61.043534,10.89386
60.621499,8.343885
66.44582,14.268714
64.022755,9.894404
58.695524,9.090852
63.816585,10.297622
58.420528,6.006414
68.258821,14.922445
63.79917,11.805022
69.702506,18.690267
60.574289,5.939724
64.006374,10.85314
63.392732,10.23447
63.753164,11.691007
58.205462,8.001537
59.136268,8.70437
69.192328,29.153331
60.010756,10.408797
60.572537,10.711116
59.07537,11.61978
60.465807,9.935843
62.595026,7.687504
61.057717,11.162556
61.252803,10.672201
58.66463,7.069642
65.501373,12.237569
66.750234,13.618002
60.095515,10.654289
63.264093,10.404683
60.328092,5.058836
69.236512,29.177352
63.571263,8.548485
63.257283,9.838717
62.406931,11.986068
59.429892,5.419294
60.419837,10.769552
69.731386,18.979453
62.562364,11.26994
69.272077,19.413716
63.06072,8.870917
58.837681,8.732182
59.017772,6.962159
68.121688,13.635878
64.171786,13.763466
58.948032,7.942131
61.138741,10.595602
63.780455,9.681674
60.784916,5.955067
59.355138,9.54124
60.65269,9.397528
64.930524,13.597763
63.971218,12.007673
69.623203,18.540599
63.013268,10.583843
62.115572,10.448952
63.311765,9.183944
62.821748,10.568554
63.305878,10.641021
60.707285,12.351224
68.766315,16.542799
58.613831,8.515364
61.003966,10.654262
63.319124,10.637823
60.911786,11.085175
64.760768,13.37039
60.829559,9.188822
60.710766,8.396661
63.554646,11.168062
58.61552,7.977713
69.219145,29.150448
61.192982,11.412934
63.321149,8.818599
59.785252,9.728934
61.032028,10.19454
60.971639,11.599604
60.9622,10.908656
61.252855,4.952008
59.23627,9.338185
66.202427,12.567341
61.410253,9.562027
63.531949,9.999156
63.538002,10.090075
64.200142,13.691708
58.772365,5.930695
61.041794,10.820944
59.895059,6.687805
61.180214,4.868752
60.517523,8.411142
69.107987,29.202838
68.671406,16.524626
60.903177,4.93326
66.782708,13.365431
61.291296,4.762859
60.371425,10.655088
63.601602,11.137708
63.300967,11.891197
58.611351,8.527698
62.781136,8.871861
58.707634,6.993492
