No Decimal Found,
60.770474,21.721551
51.516335,83.096536
58.527728,55.817875
57.849145,36.691193
53.739196,87.437981
57.1057,40.323376
59.382037,29.796889
56.14219,36.024295
55.124288,77.877863
56.928567,45.612103
56.51424,44.209687
57.965775,45.44735
51.223753,83.027441
53.817226,36.225876
57.267964,58.980595
64.71656,24.531883
58.577732,25.080196
53.439919,45.74318
56.710393,41.848099
54.626651,83.869397
56.71216,41.847064
57.737194,56.174166
58.672893,34.086874
54.703903,43.465612
63.130012,23.564594
57.081145,40.363753
55.417163,83.95897
51.449607,83.058237
53.164022,84.974393
46.048209,11.069051
54.765285,83.367871
56.740664,37.851226
30.30433,Kainuu
46.1474,6.794886
56.79046,26.82148
27.83647,South Karelia
45.554436,6.779466
62.320776,22.948818
49.488998,121.750864
55.391926,51.053222
56.805979,57.903723
63.660078,55.966126
55.017313,61.745826
56.497135,36.595361
56.619574,42.982264
46.471065,10.9843
56.007311,37.250302
57.184586,54.22067
46.508032,10.871675
No Decimal Found,
59.36484,31.094791
57.506961,49.221031
55.211049,84.453934
58.410198,49.387719
46.605194,7.337654
45.062004,7.106376
58.637896,37.19552
56.476491,33.036431
61.405878,6.229588
51.87345,25.84201
51.87401,25.82693
51.72003,25.84749
51.7312,25.85662
51.88554,25.73902
51.89459,25.74955
51.87228,25.81961
51.87197,25.81008
50.701362,29.795847
51.613759,32.714708
48.181437,24.497393
47.939994,24.31218
47.940136,24.316998
48.274654,23.709294
48.156834,24.456703
67.248202,14.923936
59.573475,10.524599
60.789401,11.435473
68.60271,14.493742
63.184434,10.144441
63.776728,9.874336
68.531561,16.489529
59.484089,9.000131
58.191809,7.9637
60.881804,11.701051
58.908962,6.904586
63.131074,10.88583
64.128059,11.127988
58.638197,8.473808
62.937982,8.99095
59.037539,7.998842
63.069188,7.797395
58.601202,7.459538
61.355426,9.677452
59.811575,5.205962
60.016382,10.763632
59.564125,8.942441
62.634722,9.939391
62.716335,9.40617
61.345882,5.133908
62.793045,10.569173
61.010232,10.391819
62.596531,11.757546
66.757946,13.773725
58.95948,8.770468
68.158494,14.225442
60.872549,11.682375
58.659127,7.073649
63.392901,9.709234
59.201984,11.664372
60.789401,11.435473
65.876376,12.493688
62.531179,6.937437
59.462543,9.084519
67.413593,14.635568
63.32648,9.546334
63.046708,9.951815
59.253992,10.04497
59.906673,11.74479
61.068514,10.808961
61.056361,10.342744
60.696761,5.101811
63.654366,10.057619
69.4528,30.044128
63.383485,11.902094
58.628027,6.642934
64.173535,13.846659
60.983472,11.275258
58.233181,7.253528
62.690311,11.601805
60.367259,11.349423
60.395451,5.244993
63.538431,11.839876
63.648022,12.189752
60.966408,10.795172
63.720526,11.536174
58.272049,6.561771
60.755701,12.199373
62.907907,8.702645
60.817555,4.873037
59.037664,6.963803
59.327516,9.818891
62.557823,7.572699
58.732471,6.371714
68.356705,14.493347
59.271751,10.015757
60.624866,10.597713
64.097235,14.037497
61.536642,9.711767
65.733154,12.594838
61.265541,10.543967
60.913502,9.057372
61.21207,5.676086
69.413138,29.954287
58.608596,8.508438
61.551311,9.161711
58.484021,7.972746
60.185582,10.839153
64.350515,12.446257
68.243479,14.540652
62.184559,6.033517
61.576587,10.278856
63.111365,10.482818
60.38554,9.183558
60.49848,10.742737
63.331758,10.023698
63.204029,10.83414
63.006541,10.573144
61.28891,4.622928
60.789401,11.435473
68.112179,15.644897
60.571972,6.591829
63.154199,9.978971
68.749114,17.092191
58.618645,6.237749
60.5991,8.64588
62.464716,11.075545
68.18611,14.327455
60.883059,11.598113
60.018092,10.423521
63.070583,9.151398
69.829777,19.01101
61.308905,5.533559
58.908962,6.904586
63.596777,11.390144
60.888216,9.054093
58.7872,7.30377
59.983202,11.710411
64.142895,11.385652
59.164376,11.070092
62.115572,10.448952
59.03759,8.668509
60.505583,8.82443
59.569617,10.50144
63.28915,11.261739
59.22888,11.54054
69.811079,18.792145
67.72397,15.290251
63.717606,9.570588
59.996636,11.836445
60.689057,5.45175
68.158494,14.225442
59.064593,6.128343
60.897004,8.940079
60.865853,11.861517
60.471935,10.716129
60.517372,8.403551
67.874033,15.10333
60.505583,8.82443
61.014076,6.543329
59.82175,10.006361
63.282334,9.874596
63.446581,10.280087
60.288673,10.867028
65.947376,12.465562
63.352785,9.653709
58.563094,7.363652
60.550527,10.956707
59.370089,9.221512
68.216149,14.420772
58.517242,8.434758
68.158494,14.225442
62.75248,11.33691
62.34479,10.779532
66.656274,13.508748
61.259015,10.724016
59.808634,9.407158
58.829104,6.293624
59.963118,6.613703
54.626884,83.073798
53.6594,30.519731
55.24762,82.808512
55.398193,57.748705
68.643075,17.178947
45.404329,9.717454
53.894864,81.190045
53.439193,85.550944
46.494581,11.209274
44.816553,6.977063
52.340937,6.413331
56.763864,37.821138
60.270342,23.634117
57.233749,45.353681
54.658325,83.122919
55.207206,33.394023
57.844071,52.354503
63.813225,27.285183
53.351318,85.865967
66.46744,20.397928
61.994793,21.348665
56.595727,70.528186
55.961534,44.052547
55.620562,84.192383
54.653999,82.99018
45.713002,7.974027
54.728323,36.479526
57.371725,50.269022
60.667022,10.457928
47.276074,9.811203
53.401372,34.500439
51.375749,30.022492
46.51557,10.927726
54.337384,39.795564
54.9141,-2.626868
44.930816,6.927675
46.659796,7.655731
62.95925,14.3072
57.16587,15.23085
59.92406,17.3365
60.32443,17.23961
57.88189,15.49116
65.59602,19.19427
59.83045,18.09034
57.66772,14.23204
60.5928,13.72272
63.15662,15.9308
59.78079,15.86033
59.73299,16.1242
59.19891,18.30484
59.35115,14.85768
57.30819,13.96333
63.71692,20.89889
59.31471,14.78961
60.25221,17.2219
60.9575,13.91751
64.03029,18.07835
65.97658,19.69561
63.80357,16.86896
60.6199,15.65949
57.71747,12.70017
59.64563,15.58856
64.37603,21.33701
58.62866,11.61914
57.09724,15.35599
65.92399,23.75118
64.76315,20.10456
60.94471,12.45326
65.40516,21.65742
59.74011,15.58056
60.22182,17.13758
56.61139,14.89373
57.06684,15.79139
63.65224,20.29398
62.40995,13.68638
64.17699,20.06038
56.66184,14.9436
66.65691,20.11942
63.80626,21.00227
60.11647,15.37717
57.36104,14.16303
64.02041,19.34294
63.08634,17.74241
56.61171,13.23816
64.60174,16.24724
59.84989,16.18303
63.76827,15.33088
64.78368,20.70391
59.87857,13.51664
60.33601,14.03069
60.11423,18.39081
62.99454,16.00757
66.19985,21.1364
58.6343,11.68088
63.80626,21.00227
59.93701,17.3419
59.01741,15.19425
59.78725,15.79196
61.6834,17.43786
56.80886,13.17307
66.41093,21.85519
59.17859,18.31589
59.17652,18.29983
58.29395,13.88814
65.58657,18.16905
62.19398,17.55678
59.62858,14.80308
58.96345,15.5819
60.11725,14.86429
56.72649,13.2187
60.21447,18.00996
59.82527,18.06393
63.12205,18.42299
58.50924,16.03297
65.36783,20.59314
57.75557,13.01309
60.96168,12.50821
60.35123,15.73444
64.54282,18.62399
64.20778,19.82733
59.4078,13.43312
58.35896,13.69075
59.96627,18.31872
59.42185,14.99684
58.83751,15.31942
57.99672,12.49541
65.34755,15.08981
60.09114,17.53168
57.68646,13.99945
60.14084,17.68605
64.20214,17.78721
63.90544,19.74489
60.12823,17.67633
61.82852,16.75949
62.90476,16.1597
57.07851,15.27442
59.93115,17.14613
56.74247,13.42583
61.61776,17.20222
56.78323,14.06969
64.72907,20.17729
61.68602,16.98342
60.11799,17.73944
58.04756,12.967
59.30519,15.08899
58.83751,15.31942
64.01017,19.35421
57.43132,14.1171
57.32786,14.12791
63.67063,20.39229
56.62287,15.0228
59.2236,16.74016
60.12823,17.67633
60.8021,16.80937
60.85806,12.96065
57.46649,14.16416
57.25602,14.46443
63.7202,20.18479
60.8021,16.80937
60.3469,15.94276
59.55831,15.09838
59.89977,17.38539
57.19649,16.21753
65.481,21.93028
60.55956,13.72121
58.29643,13.89417
64.3377,14.52233
65.43921,20.93579
59.02823,12.44809
59.82527,18.06393
57.16651,16.14984
58.045,14.07647
63.72975,20.53213
60.92364,16.24238
60.45303,15.24184
62.84094,17.13898
59.91445,14.83315
57.06665,12.85808
59.74943,16.02186
59.94141,17.31062
66.62764,19.82083
62.90117,16.1521
59.97466,16.0279
57.63993,12.07377
60.57435,16.23926
59.06321,16.28885
57.97683,12.52682
64.42316,21.42788
59.94966,16.11119
57.33707,13.99847
58.02368,13.41048
62.23205,17.65604
61.98752,15.27837
58.90366,14.07349
66.43036,20.57715
65.27301,19.26397
58.67834,16.76526
56.85433,13.74767
64.1944,20.9706
57.54606,16.02706
57.97284,13.23348
61.83516,16.70654
62.40837,16.1094
64.44628,20.56903
57.15725,14.19878
63.07378,18.34772
56.76129,13.32884
60.24444,14.82774
60.57241,17.53157
57.53404,14.21741
64.25172,18.51611
62.59487,16.68726
58.3464,13.68693
59.82292,18.08285
57.86335,12.82527
60.63814,16.75964
57.9134,12.71307
62.6001,13.25223
62.09529,12.30846
57.80866,14.04145
63.25687,18.93756
57.80866,14.04145
57.1043,15.2174
59.97466,16.0279
57.16651,16.14984
57.67785,13.28445
63.96681,17.10675
64.73696,17.06384
58.23194,12.00635
57.97683,12.52682
57.56886,15.25282
60.1194,17.73661
63.31182,12.35727
64.45558,18.6321
57.80866,14.04145
56.67689,15.28988
58.29395,13.88814
63.91335,20.21646
57.98305,12.00486
67.08893,22.99572
57.76674,15.06595
60.44107,17.77965
56.77267,13.41362
59.97629,14.69694
60.10782,12.74727
58.04434,14.09218
66.46633,21.38513
58.8198,14.33389
62.57172,12.27936
59.32734,14.81545
65.81504,20.64933
57.28582,15.22666
65.09383,14.61576
59.39582,14.12395
58.67834,16.76526
59.31576,14.76138
56.95684,15.11987
59.92934,16.18532
57.53404,14.21741
62.54994,12.60185
62.722,12.75501
56.60163,14.63392
60.12823,17.67633
65.73396,21.52155
63.78092,19.84277
62.88541,16.30118
57.53404,14.21741
60.71809,14.03786
56.67699,13.34026
58.70089,16.52589
60.51319,17.80609
65.29952,17.66277
57.39146,14.24759
64.13157,18.44376
65.02339,21.25595
57.57687,12.77621
59.0578,12.33584
59.99449,18.36963
57.97683,12.52682
59.68183,15.70842
56.44811,14.16676
57.78715,13.6713
59.73981,15.69472
62.80132,13.05687
60.91419,12.34819
63.86513,20.26134
57.53404,14.21741
64.52921,20.06076
57.80241,13.85451
65.49359,21.85915
62.1405,13.98154
60.59764,16.27518
66.46659,20.4725
60.62452,15.99216
65.41923,20.98221
63.79011,20.44818
64.53325,20.91443
64.73541,15.99582
60.36806,15.34268
56.88559,14.10579
61.85259,16.65698
61.93537,12.77721
56.37419,13.51588
60.15608,17.7006
57.9134,12.71307
56.72543,13.21992
64.33826,16.56795
57.53404,14.21741
56.86659,16.21514
59.17652,18.29983
57.55352,14.94713
59.83045,18.09034
62.32405,16.01499
60.60885,15.83249
56.66125,13.34438
63.67267,20.11782
63.1946,18.99737
62.22408,16.01232
66.59999,19.08473
63.46555,15.87289
59.72596,14.96796
61.77773,16.98007
62.46627,16.6925
58.38826,12.44218
58.29375,12.34038
64.64305,16.66387
56.7545,13.29462
62.91113,14.52059
59.85759,16.24062
56.72532,13.21906
59.72563,16.36517
65.69754,21.43037
56.20379,13.28119
57.5857,13.90064
57.5857,13.90064
57.14004,15.26153
64.07313,19.8364
66.64549,23.65218
59.82734,16.22227
60.41556,13.43014
63.00385,15.90049
60.69193,13.27498
64.99551,15.26175
64.98793,17.54885
59.71964,16.35057
57.59297,15.12965
57.39146,14.24759
59.67004,14.62219
59.93254,16.17785
67.11153,22.94237
57.86335,12.82527
65.23483,15.49482
59.89554,16.16869
59.82487,18.08057
56.7398,13.97238
56.64108,14.38779
60.08196,16.77709
56.84373,13.81923
65.44905,19.38051
60.55611,15.78864
59.34919,14.86002
65.59095,18.15298
57.50367,13.58481
58.30357,13.89737
60.63702,15.48952
66.02323,21.07631
59.98918,16.05566
65.73782,22.06284
66.33222,20.58434
63.74101,20.56812
57.25096,13.13099
60.11469,14.29047
57.53404,14.21741
57.48071,15.29791
61.43262,12.8176
57.54976,12.88469
59.58753,14.55988
59.68844,15.48361
65.67532,21.20566
57.58918,15.05893
60.16538,17.71537
56.93165,15.26649
64.31566,21.24939
56.46512,14.67854
59.87857,13.51664
62.43739,12.78366
58.67834,16.76526
59.87956,16.13512
61.80411,16.91938
63.57041,19.34237
58.83877,15.63186
63.70866,15.51079
62.51797,15.56705
60.0391,17.07747
45.02994,6.39756
45.02994,6.39756
44.60864,6.8768
44.10037,7.21733
44.20836,6.72418
44.21046,6.66168
44.30448,6.54227
44.62707,6.31018
44.47595,6.80476
44.25542,6.66458
44.06247,7.02704
44.21253,6.59917
44.69856,6.88299
44.72252,6.12622
44.22601,6.16151
44.67204,6.31283
44.64101,5.80624
44.68103,5.99764
44.4781,6.74196
44.63774,5.93225
44.27098,6.16402
44.43937,6.55073
44.65579,6.81691
44.63774,5.93225
44.43937,6.55073
44.12761,7.6574
44.42881,6.86447
44.6642,6.5649
44.59441,5.86696
44.4781,6.74196
44.08268,7.65372
44.84202,6.63954
44.21456,6.53666
44.72252,6.12622
44.88905,6.57919
44.59761,5.74104
44.6642,6.5649
44.31227,6.2918
44.67204,6.31283
44.31227,6.2918
44.25117,6.78968
44.04554,7.4632
44.61083,6.81386
44.08791,7.52907
44.63774,5.93225
44.47595,6.80476
44.67204,6.31283
44.67931,6.06069
44.47377,6.86754
44.34741,6.60775
44.34323,6.73305
44.31227,6.2918
44.74128,6.94918
44.15688,6.90856
44.25331,6.72713
44.6642,6.5649
44.30448,6.54227
44.02204,6.8993
44.25331,6.72713
44.29827,6.73009
44.88905,6.57919
44.75616,6.50749
44.25952,6.53947
44.67204,6.31283
44.29827,6.73009
44.35724,6.29441
44.1286,6.40623
44.22419,6.22405
44.67931,6.06069
44.5293,6.55638
44.05543,7.214
44.21456,6.53666
44.42881,6.86447
44.97899,6.58494
58.522598,56.183892
55.954133,43.07413
55.580585,51.555068
56.655215,60.630271
51.874643,84.066362
56.943236,69.322451
57.027845,40.377463
57.836235,52.362298
56.270062,44.157936
59.549983,9.96829
63.337741,8.970289
60.703694,12.389654
60.353687,6.392915
60.064661,11.614588
66.053997,12.5177
62.740645,11.324073
63.383944,10.592997
61.123548,10.28642
60.995422,10.076169
69.645249,18.733961
63.809564,9.867347
58.507361,7.091597
63.098361,10.120348
60.921964,9.043924
66.758888,13.825548
59.072544,7.390404
58.431252,6.158526
67.285006,14.469263
59.895163,6.68643
63.343408,11.662648
60.696761,5.101811
59.300496,7.679805
63.37384,11.947899
60.645019,11.154902
62.989411,9.410517
68.354966,15.071116
62.509645,11.578844
59.606192,5.807186
63.066466,9.138732
59.340528,9.762531
59.86142,8.354835
61.267701,10.621446
67.24013,15.507536
62.857588,8.235521
58.639675,8.259021
59.82175,10.006361
59.43769,9.393261
58.956492,8.750983
63.804631,12.278748
60.144555,10.125433
68.422074,15.160211
58.444197,8.533519
62.14328,10.446032
69.171224,29.209521
65.916001,12.324688
59.636775,9.523112
63.202344,10.20594
67.978209,15.912568
59.19472,5.226758
63.197508,8.618823
63.282334,9.874596
60.875561,8.946951
68.158494,14.225442
61.586078,9.521037
62.982626,9.42525
64.905303,10.988947
60.167099,12.498162
59.821958,11.386488
60.036905,9.443737
61.447115,9.950099
63.308017,8.434516
64.161914,13.776042
60.012709,10.799825
60.494861,5.658353
60.053582,9.273057
60.526337,8.400182
68.358368,14.487059
63.529463,9.035561
63.708213,9.978828
60.080889,11.705327
58.484021,7.972746
60.144555,10.125433
63.549481,10.995667
68.728426,16.825203
59.945023,9.021268
58.417108,8.291396
63.049876,7.736579
60.377624,5.579248
58.908962,6.904586
64.125193,11.379921
63.566309,9.562809
59.396185,5.946847
69.245042,29.192004
63.391529,10.245277
59.169432,8.61938
62.504727,11.504329
62.197752,5.860735
58.68862,5.90724
63.379633,8.69907
67.194341,14.398386
58.641208,8.526054
63.037321,9.920751
59.246772,10.004699
63.350883,11.78949
59.99001,11.531125
59.408403,9.136998
58.890991,5.794035
59.99501,10.465104
62.525775,6.918025
61.089388,10.844444
68.672944,16.487948
69.617431,18.458538
62.692161,9.933768
59.209968,5.264846
68.158494,14.225442
59.838572,9.27365
63.319124,10.637823
58.908962,6.904586
63.571679,11.18981
65.839804,13.187511
63.50461,8.772821
60.362524,5.320389
59.16323,11.57888
69.207509,29.150771
59.305054,10.019467
66.712355,13.284277
59.18619,5.307184
60.072689,11.628152
61.102288,10.964342
61.632772,9.613564
60.78424,9.032614
60.9622,10.908656
62.652192,12.046453
60.089768,11.755902
69.009126,18.488353
61.073898,10.831077
60.80723,8.987725
63.792606,10.772336
69.284067,19.911724
63.396228,11.872674
68.216609,14.48113
60.344928,4.98026
63.3382,8.469254
63.169626,9.842814
60.616568,8.393894
63.638319,10.328982
60.026127,10.359453
61.008377,9.968973
62.619655,6.190461
63.398086,11.16093
59.192047,5.240466
69.371763,29.683975
59.304614,8.317995
65.988646,12.321481
64.128396,11.396917
61.889742,11.25501
60.862892,9.586345
60.596498,8.938785
63.046708,9.951815
60.99137,11.120829
62.92679,9.648041
59.302894,10.488657
58.31229,7.921174
61.010707,11.199449
59.538782,5.253258
60.629968,8.314133
59.583396,5.881944
63.314218,10.648351
61.128341,10.606552
59.997121,11.600547
65.951033,12.469101
62.609006,7.670049
59.977238,10.534004
59.168244,8.618482
60.598363,10.999763
69.171224,29.209521
58.57591,7.388149
66.433169,14.054538
62.825954,9.678961
59.187364,11.411901
63.37384,11.947899
58.948931,11.618972
61.172627,4.896932
60.520091,8.88247
63.131074,10.88583
65.689374,11.948761
63.779301,10.218202
63.282334,9.874596
60.374903,5.245236
62.442802,11.030854
59.687874,10.945478
61.252803,10.672201
59.08468,8.819615
58.992306,6.142554
63.831033,9.852219
59.683902,11.624847
63.024619,9.363329
63.358517,8.48554
59.93349,11.680228
60.145092,10.124615
62.775691,11.816242
68.186557,14.338783
58.12295,7.890182
59.999479,10.556372
69.146219,29.18099
67.19988,14.371005
64.022755,9.894404
59.765518,9.223883
